X1,X6,X7,X8,X9,X10,X11,X18,X19,Y
100000,0,0,0,-1,-1,2,3000,1016,0
30000,0,0,0,0,0,0,1633,1000,0
30000,2,0,0,0,0,0,1265,1577,1
50000,0,0,0,0,0,0,2000,1601,0
210000,-1,-1,-1,-1,-1,-1,3569,1737,1
10000,1,3,2,3,2,0,500,500,1
250000,-2,-2,-1,-1,-1,-2,2749,5674,0
230000,1,-1,0,0,0,0,2716,1000,0
150000,-2,-2,-2,-2,-2,-2,0,0,0
20000,1,2,2,0,0,-2,1000,18,1
150000,0,0,0,0,0,0,3349,3200,0
20000,0,0,0,0,2,0,1119,1130,0
400000,-1,-1,-1,-1,-1,-1,7389,2691,0
20000,2,2,4,3,2,0,4000,0,0
440000,-1,-1,-1,3,2,2,0,1937,1
20000,-1,-1,-1,-1,-1,-1,1261,390,0
320000,-1,-1,-1,-1,-1,-1,316,316,0
300000,0,0,-2,-2,-2,-2,0,0,0
50000,-1,-1,2,0,-1,-1,3000,15,0
210000,0,0,0,2,2,0,5650,10100,0
350000,-1,-1,-1,-1,0,-1,9911,12149,0
470000,-1,-1,-1,-1,0,0,2530,181,0
300000,-2,-2,-2,-2,-2,-2,0,0,0
30000,2,2,3,3,3,3,0,0,1
210000,0,0,0,0,0,0,9000,7500,0
30000,0,0,0,0,0,0,1191,1079,0
200000,0,0,0,0,0,0,6579,4734,0
140000,0,0,0,0,0,0,12682,13265,0
50000,0,0,0,0,0,0,1811,1400,0
10000,1,2,0,0,0,0,0,1400,1
390000,0,0,0,0,0,0,7000,5000,0
50000,0,0,0,0,0,0,2235,1612,0
50000,0,0,0,0,0,0,3000,1500,1
30000,-1,-1,-1,-1,-1,-2,8011,2970,0
50000,3,3,4,3,2,5,3769,0,1
50000,1,-2,-1,0,0,-1,0,12493,0
260000,0,0,0,0,0,0,9269,9090,0
50000,1,-2,-2,-2,-2,-2,0,0,0
140000,-1,-1,-1,-1,-1,-1,8358,2620,0
490000,0,0,0,0,0,0,15358,15049,0
60000,1,2,0,0,0,0,28,2500,1
80000,2,0,0,2,2,0,2500,5500,1
80000,0,0,0,0,0,0,1800,1800,0
290000,0,0,0,0,0,0,6000,6000,0
280000,0,0,0,0,0,0,4470,4188,0
130000,0,0,0,0,0,2,6000,6000,0
20000,-1,-1,-1,-1,-1,-1,390,780,0
50000,0,0,0,0,2,0,2032,1304,1
330000,1,-1,2,2,2,2,504,0,0
150000,0,-1,-1,0,-1,0,32153,1863,1
150000,0,0,0,0,0,0,4000,4500,0
210000,0,0,0,0,0,0,3883,4000,0
10000,0,0,0,0,0,0,1300,1128,1
300000,0,0,0,0,0,-2,1469,1200,0
140000,0,0,0,0,0,0,5509,7124,0
50000,1,-2,-2,-2,-2,-2,0,0,0
140000,-1,-1,-1,-1,-1,-1,1003,0,0
50000,0,0,0,0,0,0,2021,1500,0
500000,-1,0,0,0,0,-1,4769,19629,0
500000,0,0,0,0,0,0,2568,2000,0
20000,2,-1,-1,-1,-1,-1,1261,390,0
420000,-1,-1,-1,-1,-1,-1,15585,9100,0
60000,1,2,3,4,4,3,3000,3000,1
60000,0,0,0,0,0,2,5000,5000,0
190000,0,0,0,0,0,0,4800,4300,0
220000,3,2,2,-2,-2,-2,0,0,1
110000,2,2,2,2,2,2,4200,3300,1
290000,-1,-1,-1,-1,-1,-1,0,500,0
50000,2,0,0,0,0,0,2300,1305,0
110000,0,0,0,0,0,0,5426,4244,0
230000,-2,-2,-2,-2,-2,-2,1531,3553,0
250000,-1,-1,-2,-2,-2,-2,0,0,0
100000,0,0,0,0,0,0,1500,1500,0
30000,0,0,0,2,2,2,2000,5026,0
230000,1,-2,-2,-2,-2,-2,0,0,0
50000,0,0,0,0,0,0,2000,1500,1
420000,1,-1,-1,-2,-2,-2,6699,0,0
30000,0,0,0,0,0,0,1590,1469,0
20000,1,2,0,0,0,0,1000,1000,1
200000,0,0,0,0,0,0,10000,9000,0
90000,1,2,2,2,2,2,0,2251,0
110000,0,0,0,0,0,0,4400,3900,0
60000,0,0,0,0,0,2,2500,2000,0
80000,0,0,0,0,-1,-1,4000,5000,0
50000,1,2,2,0,0,0,3023,23,0
180000,1,-2,-2,-2,-1,-1,0,0,0
110000,0,0,0,0,0,0,4230,4230,0
150000,0,0,0,0,0,0,61101,3210,0
120000,0,0,0,0,0,0,4000,2960,0
150000,0,0,0,0,0,0,5800,5245,0
360000,-1,-1,-1,-1,-1,-1,6361,22236,0
60000,0,0,0,0,0,0,1446,1500,1
480000,0,0,0,0,0,0,3000,3000,0
400000,0,0,0,0,0,0,2522,17213,0
60000,1,2,3,3,2,2,4000,3000,0
240000,0,0,2,2,2,0,16500,0,1
30000,0,0,0,-2,-2,-2,1000,1000,0
240000,0,0,0,0,0,-1,6021,3004,0
50000,0,0,0,2,0,0,1524,2588,1
130000,0,0,0,0,0,0,3247,3372,0
30000,2,0,0,0,2,2,1415,1800,0
10000,0,0,0,0,0,0,1160,1139,0
180000,0,0,0,0,0,0,1500,2000,0
230000,0,0,0,0,0,0,1369,1068,0
30000,1,2,0,0,2,0,0,2000,0
50000,1,2,2,0,0,2,1200,0,0
500000,-1,-1,-1,0,0,-1,58665,170119,0
360000,-2,-1,2,2,-2,-2,1000,0,0
460000,-2,-2,-1,0,0,0,5229,580464,0
10000,0,0,0,0,0,0,1400,1300,0
270000,0,0,0,0,0,0,20091,30128,0
80000,0,0,0,0,0,0,3356,3204,0
100000,0,0,0,0,0,0,3300,3881,0
20000,2,2,2,-2,-2,-2,16,0,1
300000,-1,-1,-1,0,0,-1,2000,1485,1
30000,-1,-1,0,0,0,-1,11378,11004,0
160000,1,-1,2,0,0,-1,2000,0,1
30000,0,0,0,0,0,2,1200,1114,0
160000,-1,-1,-1,-1,-1,-1,9739,17751,0
380000,-2,-2,-2,-1,0,0,276,0,0
180000,0,0,0,0,0,0,7500,5900,0
100000,0,0,0,0,0,0,4600,1429,0
260000,-1,-1,2,2,-1,2,512,1,0
180000,0,0,0,0,0,0,3507,3201,0
240000,0,0,0,0,0,0,8500,6900,0
30000,0,0,0,0,0,0,3173,3222,1
50000,0,0,0,0,0,0,1600,1600,0
180000,-1,-1,-1,-1,-1,0,9549,1968,0
20000,-1,0,0,0,0,-1,13002,3000,0
130000,0,0,2,0,-1,-1,5207,0,1
240000,-1,-1,-2,-1,-1,-1,0,0,0
160000,1,-2,-2,-2,-2,-2,0,0,0
60000,0,0,0,0,0,0,1096,1111,1
100000,0,0,0,0,0,0,3938,2515,0
320000,1,-2,-1,-1,0,-1,0,2428,0
110000,0,0,0,0,0,0,3000,2000,0
50000,2,2,3,2,0,0,6500,0,1
50000,2,0,0,2,2,2,1500,3100,1
140000,0,0,0,0,0,0,7000,4800,0
80000,0,0,0,0,0,0,2892,3000,1
50000,0,0,0,0,0,0,2472,1234,0
140000,1,2,0,0,2,2,0,5000,1
210000,0,0,-1,0,-1,-1,1237,4482,0
130000,0,0,0,0,-2,-2,1500,1012,0
200000,-1,-1,-1,-1,-1,-1,790,1230,1
110000,0,0,0,0,0,0,2000,2000,0
140000,2,2,0,0,0,2,0,3842,0
20000,-1,-1,-1,-1,-1,-1,390,390,0
450000,0,0,0,0,0,0,20200,18000,1
170000,0,0,0,0,0,0,3781,2104,0
170000,0,0,0,0,0,0,5428,4707,0
180000,0,0,0,0,0,0,6059,5653,0
200000,0,0,0,0,2,2,6500,8051,0
80000,0,0,0,0,0,0,2000,2150,0
150000,0,0,0,0,0,0,1317,2008,0
160000,0,0,0,0,0,0,8055,5045,1
60000,0,-1,-1,-1,-1,-1,291,1131,0
240000,4,3,2,2,2,2,0,0,1
20000,0,0,2,0,0,-1,2319,0,1
500000,0,0,0,0,0,0,20120,120063,0
280000,-1,-1,-1,-1,-1,-1,11574,7104,0
200000,3,2,2,2,0,0,8000,3000,1
290000,-1,-1,-1,-1,-1,-1,15837,11584,0
80000,0,0,2,2,0,0,6000,2000,1
20000,2,2,2,2,0,0,2800,1000,1
400000,-1,-1,-1,0,-1,-1,27703,43947,0
30000,0,0,0,0,-1,0,1700,1288,0
130000,0,0,0,0,0,0,5170,2584,1
60000,-1,0,0,0,0,0,5000,5000,0
20000,0,-1,-1,-1,-1,-1,1251,400,0
160000,1,-2,-2,-1,0,0,0,1003,0
110000,1,2,2,0,0,0,8000,0,0
230000,0,0,0,0,0,0,4293,3000,0
20000,-1,-1,-2,-2,-2,-2,0,0,0
140000,0,0,0,0,0,0,2500,1500,0
130000,0,0,0,0,0,0,3000,3000,0
130000,2,2,2,2,2,2,2976,0,1
200000,0,0,0,0,0,0,6000,5000,0
60000,2,2,-2,-2,-2,-1,0,0,1
20000,1,-1,-1,0,0,0,1000,1769,0
110000,1,-2,-2,-2,-2,-2,0,0,1
320000,1,-1,2,2,-2,-2,638,0,1
130000,2,0,0,0,0,0,3515,3107,0
280000,3,5,4,3,2,0,0,0,0
290000,-1,-1,-2,-1,-1,-1,0,0,0
30000,0,0,0,0,0,0,1342,1096,0
80000,0,-1,-1,-1,-1,-2,6150,0,0
70000,0,0,0,0,0,0,2000,2063,0
80000,0,0,2,0,0,0,6926,0,0
200000,-1,-1,0,0,-2,-2,5928,3000,0
50000,0,0,2,0,0,0,5800,300,0
120000,0,0,2,0,0,0,4000,0,0
80000,0,0,0,0,0,0,4000,3000,0
200000,2,0,0,0,0,0,3000,3000,1
90000,-2,-2,-2,-2,-2,-2,1924,11855,0
30000,1,2,2,0,0,0,1734,0,0
30000,-1,-1,-1,0,0,0,14969,9942,0
50000,0,0,0,0,0,0,1703,1304,0
150000,0,0,0,0,0,0,5147,4900,0
280000,-1,0,0,0,0,0,13000,11000,0
10000,0,0,0,0,0,0,1294,2465,0
160000,0,0,0,0,0,0,50439,6000,0
160000,0,0,-2,-2,-2,-2,0,0,0
390000,-1,-1,-1,-1,-1,-1,94921,53796,0
50000,0,0,0,0,0,0,1342,1500,1
50000,0,0,-1,-1,-1,-1,0,11615,0
150000,0,0,0,0,0,0,3216,2338,0
50000,0,0,0,0,0,0,2000,1500,0
190000,0,0,0,0,0,0,3853,4000,0
10000,2,2,6,6,6,6,0,0,1
210000,1,-2,-1,0,0,0,0,199872,0
230000,-2,-2,-2,-2,-2,-2,0,1470,0
150000,-1,-1,0,-1,0,0,29148,25000,0
230000,-1,0,0,0,-1,0,3000,5000,0
80000,1,2,0,0,0,2,0,1000,0
160000,-1,-1,-1,0,-1,-1,0,31568,0
500000,-1,-1,-1,-2,-2,-1,60957,27056,0
180000,0,0,0,0,0,0,2100,2000,0
30000,1,2,2,2,2,2,0,2700,1
130000,0,0,0,0,0,0,4000,3000,0
10000,0,0,-2,-2,-1,0,0,0,0
20000,-1,-1,-1,-1,-1,-1,264,264,0
30000,0,0,0,0,-1,-1,2000,3008,0
30000,0,0,0,0,0,0,5000,2000,1
320000,0,0,0,0,0,0,5000,15000,0
10000,3,2,2,2,2,2,0,1600,1
350000,-1,-1,-1,-1,-1,-1,4840,61349,0
20000,0,0,0,0,0,0,2618,2276,0
50000,1,4,3,2,2,0,0,0,0
310000,0,0,0,0,0,0,6603,4600,0
80000,0,0,0,0,0,0,2600,4300,0
170000,-1,-1,-1,-1,-1,-1,5750,200,0
10000,2,0,0,2,0,0,2001,1801,1
30000,1,-2,-2,-2,-2,-2,0,0,0
170000,-1,-1,-1,-1,-1,-1,1050,170,0
230000,-2,-2,-2,-2,-2,-2,1428,600,0
50000,0,0,0,0,-1,2,1400,1000,0
300000,1,-2,-2,-2,-2,-2,0,0,0
210000,1,-2,-2,-1,-1,-1,0,0,0
20000,0,0,2,0,0,0,3150,0,0
20000,0,0,0,-2,-2,-2,1500,0,0
20000,2,2,2,0,0,0,4000,0,0
80000,0,0,0,0,0,0,1734,2000,0
30000,0,-1,0,0,0,0,2318,22000,0
200000,2,2,2,2,2,2,15000,6800,1
210000,2,-1,-1,0,-1,-1,380,1552,0
330000,-1,-1,-1,-1,-1,-1,7448,0,0
30000,2,2,2,2,2,2,1500,0,1
280000,-1,-1,-1,-2,-2,-1,7614,2226,0
300000,-1,-1,-2,-2,-2,-2,0,0,0
10000,1,2,0,-1,0,0,1000,1000,0
50000,0,0,0,0,0,0,2000,1600,0
280000,-1,-1,-1,-1,-1,-1,390,390,0
20000,0,0,0,0,0,0,1562,1200,0
130000,-1,-1,-1,-1,-1,-1,1496,1496,0
20000,0,0,0,0,0,0,1800,1200,0
120000,-1,-1,-1,-1,-1,-1,216,3858,0
400000,-1,-1,-1,-1,-1,-1,31330,8853,0
300000,-1,-1,-1,-1,-1,-1,5490,990,0
30000,0,0,0,0,0,0,1600,1600,0
20000,0,0,0,0,0,0,3000,3000,1
320000,-1,-1,-1,-1,-1,-1,30161,82271,0
80000,0,0,0,0,0,0,2007,2047,0
160000,-2,-2,-2,-2,-2,-2,1000,170,0
80000,0,0,0,0,0,0,2210,1700,0
280000,-1,-1,-1,-1,-1,-1,39787,29000,0
210000,1,-2,-2,-2,-2,-2,0,0,1
250000,0,-1,-1,-2,-2,-2,990,0,0
120000,-1,-1,-1,-1,-1,2,700,700,0
20000,0,0,0,0,0,0,1300,1600,0
200000,0,0,0,0,0,0,5556,1000,0
100000,0,0,0,0,0,0,2200,2100,0
80000,0,0,0,0,0,0,2530,3990,0
450000,-1,-1,-1,-1,-1,-1,0,2343,0
200000,-1,-1,-1,-1,-1,-1,6877,5129,0
50000,0,0,0,0,0,-2,1900,2000,0
500000,0,0,0,0,0,0,5000,5040,0
50000,0,0,2,2,2,2,4100,400,0
450000,0,0,0,0,0,0,2000,1000,0
130000,-1,-1,-1,-1,-1,-1,0,390,0
220000,-2,-2,-2,-2,-2,-2,5682,11742,0
210000,-2,-2,-2,-2,-2,-2,780,0,0
50000,0,0,0,0,0,0,2100,1320,0
260000,0,0,-1,-1,-1,0,1743,24145,0
70000,0,0,0,0,0,0,3000,3005,0
50000,0,0,0,0,0,0,2000,2000,1
20000,2,2,2,2,2,2,0,2500,1
170000,1,2,2,2,2,0,3400,0,1
100000,0,0,0,0,0,0,4589,4516,0
200000,-1,0,0,-1,-1,-1,12366,11000,1
30000,1,2,2,2,2,0,1950,200,1
300000,0,0,0,0,2,0,4500,5000,0
360000,3,2,2,-2,-2,-2,0,0,1
140000,0,0,0,0,0,0,4637,2083,0
360000,-1,-1,-1,-1,-1,-1,2755,1380,0
150000,0,-1,0,-1,-1,0,18361,1000,0
280000,0,0,0,0,0,-1,5505,3258,0
230000,-1,-1,-1,0,-1,-1,1443,2886,0
80000,0,0,0,0,0,0,3000,2003,0
50000,0,0,0,-1,0,0,1411,0,0
180000,1,-1,-1,-2,-2,-2,1186,0,1
100000,2,2,2,2,2,2,4400,1500,1
30000,1,2,2,2,0,0,0,2500,1
80000,2,2,2,2,2,2,2700,0,0
500000,-1,0,-1,-1,-1,-1,90668,26834,0
150000,-2,-2,-2,-2,-2,-2,2779,0,0
50000,1,2,0,0,2,0,0,1300,0
260000,-2,-2,-2,-2,-2,-1,4570,4353,0
410000,0,-1,-1,0,-1,-1,1831,13745,0
50000,0,0,0,0,0,0,1719,1783,0
100000,0,0,0,0,0,0,3711,3155,0
90000,0,0,0,0,0,0,2500,2300,0
50000,2,0,0,2,0,0,1688,4476,0
200000,1,2,2,0,0,2,4300,0,0
240000,-1,-1,-1,-1,-1,-1,58243,20469,0
360000,-1,2,-1,0,0,-1,17,10859,1
170000,-1,-1,-1,-1,0,0,32305,74198,0
80000,2,2,2,2,2,2,2000,1300,1
260000,-2,-2,-2,-1,-1,-2,15328,6914,0
70000,0,0,0,0,0,0,2230,2004,0
30000,0,0,0,0,0,0,1588,1789,0
290000,0,0,0,2,0,0,11019,20326,0
110000,0,0,0,0,0,0,4088,3912,1
110000,0,0,3,2,2,2,9600,0,1
200000,0,0,0,0,0,0,4512,2010,0
70000,0,0,0,0,0,0,1726,3028,0
150000,0,0,0,0,0,0,2841,3000,0
340000,0,0,2,0,0,0,12002,0,0
30000,2,0,0,0,0,0,1200,1201,1
200000,-1,-1,-1,-1,-1,-1,400,390,0
400000,-1,-1,-1,-1,-1,-1,3003,97353,0
110000,0,0,0,0,0,0,1780,3306,0
420000,0,0,0,0,0,0,15005,10013,0
150000,0,0,0,0,0,0,30032,25099,0
290000,0,0,0,0,0,0,3500,3000,0
160000,1,-2,-2,-2,-1,-1,0,0,0
50000,-1,-1,-1,-2,-2,-2,1000,0,1
150000,0,0,0,0,0,0,5713,12137,0
500000,0,0,-1,0,0,-1,7057,134011,0
140000,0,0,0,0,0,0,3000,4000,0
200000,-1,-1,-1,-2,-1,-1,757,0,0
230000,-1,-1,-1,0,0,0,518,2784,1
60000,0,0,0,0,0,0,2050,2011,0
150000,-1,-1,-1,-1,-1,-1,14310,980,0
340000,-1,-1,-1,2,0,0,11486,12824,0
140000,0,0,-2,-2,-1,-1,0,0,0
20000,1,3,2,0,0,-1,0,0,0
200000,0,-1,0,0,0,0,84387,5000,0
20000,-1,-1,-1,-1,0,0,169,1261,0
300000,0,0,0,0,0,0,2000,2000,0
200000,-1,-1,-1,0,0,-1,1261,69054,1
180000,0,0,0,0,0,0,9000,8500,0
30000,2,0,0,0,0,0,2506,1748,0
350000,-1,-1,-1,-1,-1,-1,10237,14580,0
160000,-1,-1,-1,0,0,-1,0,3740,0
20000,2,0,0,0,2,2,1500,1500,1
130000,1,-1,-1,-2,-2,-2,3000,0,0
180000,0,0,0,0,0,0,6000,6382,0
220000,2,2,2,0,0,0,8200,0,1
120000,0,0,0,0,0,0,2200,2000,0
500000,0,0,0,0,0,-1,15021,1408,0
150000,-2,-2,-2,-2,-2,-2,3469,1791,1
180000,-1,-1,-1,-1,-1,-2,4390,1016,0
440000,-2,-2,-2,-2,-2,-2,10063,7784,0
190000,0,0,0,0,0,0,8900,6700,0
160000,-2,-2,-2,-2,-2,-2,766,766,1
20000,0,0,0,0,-1,-1,1100,1000,0
30000,0,0,0,0,0,0,1500,1300,0
420000,1,-2,-2,-2,-1,-1,1011,0,0
370000,0,0,0,0,0,0,3513,3046,0
60000,1,2,0,-1,-1,0,0,1680,0
180000,0,0,0,0,0,0,10000,5000,0
90000,0,0,0,0,0,0,3000,3000,0
250000,2,0,0,0,0,0,3562,1914,1
30000,0,0,0,0,0,-2,1886,1620,1
140000,-1,-1,-1,-2,-2,-1,12171,0,0
180000,0,0,0,0,0,0,2200,2200,0
70000,0,0,0,0,0,2,1300,1500,0
320000,-2,-2,-2,-2,-2,-2,5000,4905,1
150000,1,-2,-2,-1,0,0,0,0,0
20000,0,0,0,0,0,-2,1154,3100,1
30000,0,0,0,0,0,0,1500,1400,1
500000,0,0,-1,0,0,0,5614,118640,0
30000,2,2,2,-1,-1,2,0,0,0
50000,-1,-1,0,0,0,0,12667,1055,0
20000,0,0,0,0,0,0,1122,1285,0
10000,2,2,-2,-2,-2,-1,0,0,1
500000,-2,-2,-2,-2,-2,-2,338,98,0
20000,2,2,4,4,3,2,4200,1000,1
200000,0,0,0,0,0,0,5000,3000,0
10000,0,0,0,2,0,0,1200,4442,0
50000,2,2,2,2,2,2,2923,1700,1
320000,-1,0,0,0,0,0,8200,4364,0
50000,0,0,0,-2,-2,-1,1000,402,0
30000,0,0,0,0,0,-2,2000,1000,0
110000,-1,-1,-1,-2,-2,-2,1260,0,1
50000,1,-1,-1,0,0,-2,354,134,0
140000,1,2,0,0,0,0,0,5500,0
90000,-1,-1,-2,-2,-2,-2,0,0,0
60000,0,0,0,0,0,0,22000,2188,1
20000,2,2,2,2,2,2,1000,2200,0
340000,0,0,0,0,0,0,20309,20137,0
30000,1,3,2,0,0,0,0,4,0
170000,-1,-1,-1,-1,-1,-1,326,526,1
130000,2,0,0,2,2,2,3000,5000,1
250000,0,0,2,2,2,0,3000,0,0
200000,-1,-1,-1,-1,-1,-1,1308,1662,0
10000,0,0,0,0,0,0,1073,1237,1
180000,-1,-1,-2,-2,-1,2,0,0,0
230000,-1,-1,-1,-1,-1,-1,318,725,0
200000,-1,-1,-1,-1,-1,-1,6959,887,0
90000,0,0,0,0,0,-1,4800,4000,0
130000,-1,-1,-1,-1,-1,-1,600,0,0
230000,-1,-1,-1,-1,-1,-1,19686,4000,0
320000,0,0,2,0,0,0,21041,1514,0
30000,2,2,2,0,0,0,4723,0,1
80000,0,0,2,-1,-1,-1,3327,44,0
80000,-1,-1,-2,-2,-1,-1,0,0,1
260000,-1,-1,-1,-1,-1,-1,5923,5601,0
20000,2,0,0,0,0,0,2000,2000,1
200000,-1,0,-1,-1,-1,-1,1000,3618,1
80000,0,0,2,0,0,0,5573,5,0
100000,0,-1,-1,0,0,0,2200,22004,0
150000,0,0,0,0,0,0,1608,1510,0
80000,0,0,0,0,0,0,3600,3574,0
20000,0,0,0,0,2,-1,1200,2008,0
200000,0,0,0,-1,-1,-1,1411,1000,0
120000,2,0,0,0,0,2,4000,2000,1
30000,2,0,0,0,0,0,1800,2200,1
200000,0,0,0,0,0,0,15034,20038,0
80000,0,0,0,0,0,0,3006,2747,0
280000,-1,-1,-1,-1,-1,-1,183,1699,1
500000,0,0,0,0,0,0,17000,11684,0
120000,-1,-1,-1,-1,-1,-1,0,1882,0
220000,-1,0,0,-1,-1,-1,3000,2000,0
360000,0,0,2,0,0,-1,2505,5,0
210000,0,0,0,-2,-2,-2,6500,0,0
160000,1,3,2,0,0,0,0,0,1
100000,-2,-2,-2,-2,-2,-2,0,0,1
400000,-1,-1,-1,-1,0,0,14894,28222,0
110000,0,0,0,0,0,0,3075,3000,0
360000,1,-2,-2,-2,-2,-2,0,0,1
500000,0,0,0,0,0,0,117243,4500,0
130000,0,0,0,0,0,0,5578,4000,0
60000,-2,-2,-2,-2,-2,-2,3000,1000,0
240000,-1,-1,-1,-1,-1,-1,3000,7104,0
100000,-2,-2,-2,-2,-2,-2,1466,4091,0
150000,-1,-1,-1,-1,-1,-1,4185,7447,0
290000,0,0,0,0,0,0,10000,10000,0
50000,0,0,0,-2,-2,-2,3505,0,0
30000,1,-1,0,0,0,0,28001,1245,0
210000,-1,-1,-1,-1,-1,-1,1508,1409,0
100000,-1,2,0,0,-1,-1,0,6000,0
30000,-1,2,-1,0,-1,-1,0,650,0
30000,-1,-1,-1,-1,-1,-2,10621,15685,0
80000,2,3,2,2,2,0,0,0,0
30000,2,2,7,7,7,7,0,0,1
70000,0,0,0,0,0,0,2000,1500,0
470000,-1,-1,-1,-1,-1,-1,3182,1512,0
180000,1,-2,-2,-2,-2,-2,0,0,1
20000,0,0,0,0,0,0,1458,1600,1
420000,0,0,0,0,0,0,8003,7529,0
100000,0,0,2,0,0,2,9300,0,1
130000,0,0,0,0,0,0,2343,2386,0
200000,-1,-1,-1,-1,-1,-1,0,390,0
150000,1,2,-1,-1,0,0,137,15800,0
410000,0,-1,-1,0,0,-1,3188,15106,0
30000,-1,-1,-1,-1,-1,-1,447,318,1
20000,1,2,0,0,0,-2,0,1000,1
130000,0,0,0,0,-2,-2,5802,1000,0
180000,-2,-2,-2,-2,-2,-2,0,0,0
120000,0,0,0,0,0,0,3000,3000,0
190000,0,0,2,-1,-1,0,10882,0,0
30000,0,0,0,0,0,0,2000,1500,0
170000,0,0,0,0,0,0,2500,3000,0
120000,1,2,2,2,2,2,6000,4500,0
50000,1,2,2,2,0,0,0,21220,0
100000,1,-1,-1,0,0,-2,2976,44591,0
20000,2,2,2,2,2,0,3000,0,1
40000,-1,-1,-1,0,0,-1,513,1531,1
300000,-1,-1,-1,-1,-1,-2,2941,2228,0
230000,1,-2,-2,-2,-1,-1,0,0,0
280000,-1,-1,2,0,0,-1,6455,11,1
450000,1,-2,-2,-2,-2,-2,0,0,0
260000,0,0,0,0,0,0,2000,1757,0
50000,0,0,0,0,-2,-2,5000,5000,0
50000,2,2,7,7,7,6,0,0,1
240000,0,0,0,0,0,0,10011,7722,0
70000,1,2,2,2,2,2,1700,0,0
60000,0,0,0,0,0,0,3205,2850,0
230000,0,0,0,0,0,0,6011,5012,0
30000,0,0,0,0,0,0,1500,1749,0
80000,1,2,0,0,0,0,0,3000,1
360000,-2,-2,-2,-2,-2,-2,0,0,0
200000,0,0,0,0,0,0,10000,10021,0
150000,-1,2,2,-1,-1,-2,1402,0,0
260000,-2,-2,-2,-2,-2,-2,616,450,0
180000,0,0,0,0,0,0,6519,10000,0
220000,-1,0,0,0,0,0,9140,9046,0
180000,0,0,0,0,0,0,1800,2000,0
90000,0,0,0,0,0,0,8333,1494,0
20000,0,0,2,0,0,0,3200,0,0
290000,0,0,0,0,0,0,8100,9000,0
210000,-1,-1,2,0,-1,-1,1188,0,0
20000,0,0,0,0,0,0,1647,1598,0
310000,0,0,0,0,0,0,5222,5197,0
240000,0,0,-1,-1,-1,-1,1273,7117,0
330000,-2,-1,2,2,-2,-1,15450,0,1
310000,0,-1,-1,0,0,-1,1340,9794,1
30000,2,2,2,2,2,2,0,0,1
470000,0,0,0,0,0,0,150055,7046,0
280000,0,0,0,0,0,0,4000,6000,0
120000,1,-2,-2,-2,-2,-2,0,0,0
240000,-1,-1,-1,-1,-1,-1,5220,2773,1
800000,-1,-1,-1,0,0,-1,11145,64657,0
320000,-1,-1,-1,-2,-2,-1,7025,1189,1
140000,0,0,0,0,0,0,4500,4126,0
20000,2,2,2,2,0,0,1500,700,0
160000,1,-2,-2,-2,-2,-1,0,0,0
280000,0,0,0,0,0,0,11000,20000,0
330000,0,0,0,0,0,0,7400,6600,0
230000,-1,-1,-1,0,0,-1,35000,44884,0
50000,-1,2,2,-2,-2,-2,0,0,1
210000,1,0,0,0,0,0,2269,3000,0
170000,1,-2,-2,-2,-2,-2,0,0,0
220000,0,0,0,0,0,0,6000,7536,0
90000,-1,-1,-1,-1,-1,-1,1918,1194,0
20000,1,2,2,2,2,2,0,2000,0
480000,0,0,0,0,0,0,5004,5000,0
140000,0,0,0,0,0,0,2001,2100,0
160000,0,0,0,0,-2,-2,3769,5000,0
80000,0,0,0,0,0,0,3500,3700,1
100000,2,0,0,0,0,0,3400,3400,0
310000,0,0,0,0,0,0,6225,5808,0
200000,-1,-1,-1,-1,-1,-1,37647,371,0
50000,0,0,0,0,0,0,1745,1717,0
100000,2,2,0,0,0,0,1200,3400,1
240000,1,-1,-1,-1,-1,-1,189,651,0
30000,0,0,0,0,0,0,1329,1267,0
180000,-1,-1,-1,-1,-1,-1,15682,4699,0
40000,0,0,0,0,2,0,2000,2000,1
70000,0,0,0,0,0,0,2566,2775,0
50000,0,0,2,0,0,0,4809,0,0
500000,1,0,0,0,0,0,5037,47221,0
200000,-1,-1,-1,-1,-2,-2,0,780,0
250000,2,2,2,2,2,2,0,0,1
50000,1,2,2,0,0,0,1800,82,0
180000,1,-2,-2,-2,-2,-2,0,0,0
160000,-1,-1,-1,-1,-1,-1,4417,1058,0
20000,1,2,2,2,3,2,1600,0,0
50000,0,0,0,0,0,0,1415,1500,0
20000,0,0,0,0,0,0,1500,1600,0
150000,-1,-1,-1,-1,-1,-1,291,291,0
360000,0,0,0,0,0,0,1500,2000,0
20000,0,0,0,0,0,0,1500,1200,0
170000,0,0,0,0,0,0,2687,2671,0
30000,0,0,2,0,0,-1,4600,0,0
80000,0,0,0,0,0,0,1730,1644,0
110000,0,0,0,0,0,0,6000,5000,0
140000,-1,-1,-1,-1,-1,-1,4660,2000,0
50000,0,0,0,0,-2,-2,3000,1000,0
120000,0,0,0,0,0,0,3300,3022,0
10000,0,0,0,0,0,0,1317,1303,0
20000,-1,-1,-1,0,0,-2,4027,2500,0
180000,-1,-1,-1,-1,0,0,1359,316,1
240000,0,0,0,0,0,-1,1601,1400,0
120000,1,2,0,0,0,0,1000,2000,1
150000,0,0,-1,4,3,2,0,1187,0
30000,2,2,7,7,7,7,0,0,1
80000,-1,-1,0,0,0,0,65592,2051,0
50000,0,0,-2,-2,-2,-2,0,0,1
